Business Name,City,Niche,Has Website,Website URL,Phone,Status,Scrape Status
G M Real Estate Gulbarga,Kalaburagi,Real Estate Agent,Y,https://www.alqubarealestate.com/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Aadhar Housing Finance Ltd,Kalaburagi,Real Estate Agent,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
BALBATTI Skin and Hair clinic,Kalaburagi,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
DR SAMAD WISDOM SKIN CLINIC,Kalaburagi,Skin Clinic,Y,https://dr-samad-wisdom-skin.grexa.site/,7892284656,PHONE RECOVERED,DONE
Dermashine,Kalaburagi,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Dr.M.Ruknuddin Skin Clinic,Kalaburagi,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Sangameshwar Skin Clinic,Kalaburagi,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
bhandar skin-hair-cosmmetic-laser children clinic,Kalaburagi,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Kanaka skin clinic,Kalaburagi,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Radiannt Clinic,Kalaburagi,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Skin Care Clinic,Kalaburagi,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Kadwadeâ€™s Orthoderma clinic,Kalaburagi,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
GIRIJA SKIN CLINIC CARE,Kalaburagi,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Sri Guru Medical Dr ML Agnihotri Skin (DVD) Clinic,Kalaburagi,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
DR. N S MANTHALE SKIN CLINIC,Kalaburagi,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Sri Datta Skin V.D. Cosmetic Care Clinic,Kalaburagi,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
"The V Studio Skin,Hair and Dental Clinic",Kalaburagi,Skin Clinic,Y,http://thevstudioaestheticanddentalclinic.dentee.in/,7019400557,PHONE RECOVERED,DONE
"Dr Batraâ€™s Homeopathy, Hair & Skin Clinic",Kalaburagi,Skin Clinic,Y,https://clinics.drbatras.com/gulbarga/homeopathy-clinic-shambhognlli-kalaburagi,9033001649,PHONE RECOVERED,DONE
MAHAVEER CLINIC & MEDICAL,Kalaburagi,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Derma Glow Womenâ€™s Clinic,Kalaburagi,Skin Clinic,Y,https://glowgrowskinandhairclinics.in/,9136045686,PHONE RECOVERED,DONE
HK SKIN CLINIC,Kalaburagi,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Skin & Hair Clinic,Kalaburagi,Skin Clinic,Y,https://drmadhusclinic.com/,8472265089,PHONE RECOVERED,DONE
Girija Skin Clinic,Kalaburagi,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Skin Care Consultant,Kalaburagi,Skin Clinic,Y,https://drmadhusclinic.com/,8472265089,PHONE RECOVERED,DONE
Beautic Salon,Kalaburagi,Skin Clinic,Y,https://instagram.com/urbancutsklb?igshid=OGQ5ZDc2ODk2ZA==,6829669985,PHONE RECOVERED,DONE
AARAIKE CLINIC & DAY CARE,Kalaburagi,Skin Clinic,Y,https://www.instagram.com/aaraike_clinic?igsh=MWhkMnRyNjR6cHgwaQ==,6829669985,PHONE RECOVERED,DONE
"Urbancuts Best Unisex Salon in Gulbarga | Beauty Parlours in Gulbarga, Kalaburagi Near Me",Kalaburagi,Skin Clinic,Y,https://instagram.com/urbancutsklb?igshid=OGQ5ZDc2ODk2ZA==,6829669985,PHONE RECOVERED,DONE
Roopam Skin Hair laser clinic,Kalaburagi,Skin Clinic,Y,https://www.roopamskinhair.com/,9561033719,PHONE RECOVERED,DONE
DANDOTI CLINIC (MULTI-SPECIALITY),Kalaburagi,Skin Clinic,Y,http://www.dandoticlinic.wordpress.com/,9663414099,PHONE RECOVERED,DONE
Hair Affair Professional Unisex Salon,Kalaburagi,Skin Clinic,Y,https://hairaffairprofessional.com/,9850267337,PHONE RECOVERED,DONE
ASBEL SPA AND SALON,Kalaburagi,Skin Clinic,Y,https://www.asbelspa.com/,9108282516,PHONE RECOVERED,DONE
Omkar ENT Clinic,Kalaburagi,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Dhanavantari Clinic,Kalaburagi,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Sumitra's Grace Ladies Salon and Academy,Kalaburagi,Skin Clinic,Y,https://sumitrasgraceladiessalonandacademy.github.io/sumitras-grace/,9353118711,PHONE RECOVERED,DONE
New Anuveerbadreshwar Clinic Ashok Nagar,Kalaburagi,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Homeocare International | Best Homeopathy Clinic In Gulbarga,Kalaburagi,Skin Clinic,Y,https://www.homeocare.in/,8985714250,PHONE RECOVERED,DONE
"Nusha Skin, STD and Dermatologist",Kalaburagi,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Cosmo Skin Care Clinic,Kalaburagi,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
AL SHIFA CLINIC & HIJAMA CENTRE,Kalaburagi,Skin Clinic,Y,https://baitalshifa.shop/,6445370876,PHONE RECOVERED,DONE
Dr.M.G. Desai Clinic,Kalaburagi,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Mysore self drive cars,Mysuru,Car Rental,Y,http://mysorecarrentals.in/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Mysore quick Self drive cars,Mysuru,Car Rental,Y,https://faq.whatsapp.com/5913398998672934/?helpref=uf_share,8175735531,PHONE RECOVERED,DONE
Tempo Traveler Rent Mysore.Tours and Travels In Mysore.Bus Rent Mysore To Coorg,Mysuru,Car Rental,Y,https://taxicabzmysore.com/index.html,9148132722,PHONE RECOVERED,DONE
Spare Driver Mysore,Mysuru,Car Rental,Y,http://sparedrivermysore.com/,9019335713,PHONE RECOVERED,DONE
Rent a Car Mysore travel time mysore,Mysuru,Car Rental,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Mysore wheels tours and travels,Mysuru,Car Rental,Y,http://tempotravellerinmysuru.com/,9731391289,PHONE RECOVERED,DONE
Mysore Travels,Mysuru,Car Rental,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Mysore Fast Track Taxi,Mysuru,Car Rental,Y,https://mysorefasttracktaxi.com/,9611770193,PHONE RECOVERED,DONE
Rentop - Bike and Car Rental in Mysore,Mysuru,Car Rental,Y,https://rentop.in/bike-on-rent-in-mysore/,8073870040,PHONE RECOVERED,DONE
Mysore Taxi Tours,Mysuru,Car Rental,Y,https://www.mysoretaxisupplier.com/taxi-services-in-mysore/,7353305330,PHONE RECOVERED,DONE
DKS Academy Kuvempunagar No:1 CBSE Coaching Center,Mysuru,Tuition Centre,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
"UGC NET Tutorials, Shree Gurudeva Academy, Mysore..",Mysuru,Tuition Centre,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Home Shiksha - Home Tutors | Online Tutors Near Me | Private Tutor,Mysuru,Tuition Centre,Y,https://homeshiksha.com/,9133416664,PHONE RECOVERED,DONE
IMSC Higgs Boson,Mysuru,Tuition Centre,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
SkillBout Mysore,Mysuru,Computer Training Institute,Y,http://skillbout.com/,9901020907,PHONE RECOVERED,DONE
Linux Academy,Mysuru,Computer Training Institute,Y,http://yellowpages.sulekha.com/mysore/linux-academy-agrahara-mysore_contact-address,,PHONE MISSING — WEBSITE OUTREACH,PENDING
JSS Science and Technology University Mysuru.,Mysuru,Computer Training Institute,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Udaya Technologies,Mysuru,Computer Training Institute,Y,https://www.udayatech.com/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Sri Dental Clinic,Mysuru,Dental Clinic,Y,http://www.sridentalclinic.com/,6305170723,PHONE RECOVERED,DONE
B-fit GYM,Mysuru,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
ELIXIR PREMIUM FITNESS STUDIO,Mysuru,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Sculpt Zone Fitness Studio,Mysuru,Gym,Y,http://www.sculptzonefitness.com/,8892538666,PHONE RECOVERED,DONE
Gravity fitness mysuru,Mysuru,Gym,Y,https://www.instagram.com/gravity_fitness09?igsh=ZngxOHhnZGltZ2Zh&utm_source=qr,6829669985,PHONE RECOVERED,DONE
Health Club,Mysuru,Gym,Y,http://www.healthclubhc.com/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Bfit fitness and gym Center,Mysuru,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Sweat zone,Mysuru,Gym,Y,https://www.instagram.com/sweatzone_mysore_hebbal?igsh=MW9wbndyMzRpd3Zq,6829669985,PHONE RECOVERED,DONE
Surya fitness gym,Mysuru,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Muscle Monster gym,Mysuru,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Intense Fitness,Mysuru,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Goals Fitness Studio,Mysuru,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
MUSCLE POINT MULTY GYM,Mysuru,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
X TRIM MUSCLES ️ ️ ️ ️ ️ ️,Mysuru,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Vedh Muscle Fitness,Mysuru,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
"Charkos OET, IELTS & German Training Centre",Mysuru,IELTS Coaching,Y,https://charkosglobal.com/,9599669242,PHONE RECOVERED,DONE
UNIABROAD Mysuru | Study Abroad Experts,Mysuru,IELTS Coaching,Y,https://uniabroad.io/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Kangaroo Care Fertility - Mysore,Mysuru,IVF Fertility Clinic,Y,https://kangaroocarefertility.com/centers/mysore,9611106107,PHONE RECOVERED,DONE
Dr. Nivedita Vishwanath Adapa | Best Fertility Doctor in Mysore | Manipal Hospital Mysore,Mysuru,IVF Fertility Clinic,Y,https://www.manipalhospitals.com/mysore/doctors-list/,8022221111,PHONE RECOVERED,DONE
Kangaroo Care - Women and Children Hospital in Mysore,Mysuru,IVF Fertility Clinic,Y,https://kangaroocareindia.com/,9606973219,PHONE RECOVERED,DONE
"HomeLane Kalidasa Road, Interior Design Studio",Mysuru,Interior Designer,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Style Meets Space,Mysuru,Interior Designer,Y,https://stylemeetspace.in/,9902182996,PHONE RECOVERED,DONE
Decorpot - Best Interior Designers in Mysore,Mysuru,Interior Designer,Y,https://www.decorpot.com/interior-designers-mysore,9108602000,PHONE RECOVERED,DONE
Aikhya Nivaasam Vaastu - Interior Services LLP,Mysuru,Interior Designer,Y,https://aikhyanivaasam.com/,9876543210,PHONE RECOVERED,DONE
Timeless Spaces,Mysuru,Interior Designer,Y,https://timelessspaces.in/,9590090905,PHONE RECOVERED,DONE
DKS Academy Kuvempunagar No:1 CBSE Coaching Center,Mysuru,JEE Coaching,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
JSS Science and Technology University Mysuru.,Mysuru,JEE Coaching,Y,http://jssstuniv.in/,8212548285,PHONE RECOVERED,DONE
IMSC Higgs Boson,Mysuru,JEE Coaching,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
"HomeLane Kalidasa Road, Interior Design Studio",Mysuru,Modular Kitchen,Y,https://www.homelane.com/interior-designers-in-mysore/,7948227582,PHONE RECOVERED,DONE
Ultrafresh Modular Solutions by Prestige,Mysuru,Modular Kitchen,Y,http://www.ultrafreshindia.com/,7304500766,PHONE RECOVERED,DONE
Amywood Designer Interior,Mysuru,Modular Kitchen,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Bharath Interior Furniture,Mysuru,Modular Kitchen,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
"IBO - Bhogadi, Mysuru",Mysuru,Modular Kitchen,Y,https://www.ibo.com/,9902521060,PHONE RECOVERED,DONE
Modern Kitchen,Mysuru,Modular Kitchen,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
INFRA.MARKET -Tiles Modular Kitchen & Sanitaryware Store,Mysuru,Modular Kitchen,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Modular Kitchen Manufacturers,Mysuru,Modular Kitchen,Y,http://www.ibuildinteriors.in/,9141550500,PHONE RECOVERED,DONE
"UGC NET Tutorials, Shree Gurudeva Academy, Mysore..",Mysuru,NEET Coaching,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
DKS Academy Kuvempunagar No:1 CBSE Coaching Center,Mysuru,NEET Coaching,Y,http://www.dksacademy.com/,9482549632,PHONE RECOVERED,DONE
IMSC Higgs Boson,Mysuru,NEET Coaching,Y,https://imschiggsboson.in/,7975620569,PHONE RECOVERED,DONE
Mr Ismail K | Best Physiotherapist in Mysore | Manipal Hospital Mysore,Mysuru,Physiotherapy Clinic,Y,https://www.manipalhospitals.com/mysore/doctors/mr-ismail-k-physiotherapist/?utm_source=GMB&utm_medium=mr-ismail-k-physiotherapist,8022221111,PHONE RECOVERED,DONE
"Apollo Clinic - VV Mohalla, Mysore",Mysuru,Physiotherapy Clinic,Y,https://www.apolloclinic.com/clinic-locator/india/karnataka/mysore/vv-mohalla,7199670040,PHONE RECOVERED,DONE
Spine & Back Pain Clinic by Reflexo,Mysuru,Physiotherapy Clinic,Y,https://www.reflexo.in/,6366643830,PHONE RECOVERED,DONE
JSS PMRC (Physical Medicine and Rehabilitation centre)),Mysuru,Physiotherapy Clinic,Y,https://jsshospital.in/facilities/physical-medicine-rehabilitation-center-pmrc/,8212335555,PHONE RECOVERED,DONE
"Manipal Hospital, Physiotherapy Department",Mysuru,Physiotherapy Clinic,Y,https://www.manipalhospitals.com/mysore/specialities/physiotherapy/,8022221111,PHONE RECOVERED,DONE
"J J HEALTHCARE SOLUTIONS, The Provider",Mysuru,Physiotherapy Clinic,Y,http://jjprovider.com/,6400050299,PHONE RECOVERED,DONE
Login workspace,Mysuru,Real Estate Agent,Y,https://loginworkspace.in/,9999999776,PHONE RECOVERED,DONE
Skin & Cosmetic Clinic - Dr Sudhir Gowda,Mysuru,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
K V SKIN HAIR AESTHETICS CLINIC,Mysuru,Skin Clinic,Y,https://book.healthplix.com/dr-pujith-k-v-dermatologist-mysore-division?utm_source=gmb_cta&rwg_token=AFd1xnFYane_d20dfTl_xgLcYhOjwQYEu9DKGPuzJLi9qdX0i1H3v4Iqc6NyCDsT38yA6DsvO9wcv2uUblGMo6qCtrRKx0jNrA%3D%3D,9731411551,PHONE RECOVERED,DONE
"VCare Hair & Skin Clinic - Mysuru | Skin Treatment, Hair Treatment, Hair Transplant, Laser Hair Removal, Skin Whitening",Mysuru,Skin Clinic,Y,https://hair-skin-clinic.vcaretrichology.com/vcare-trichology/clinic-in-mysuru/clinic-in-Rajendra-Nagar/vcare-hair-and-skin-clinic-in-Rajendra-Nagar-mysuru--1UMdk1/home,7395823232,PHONE RECOVERED,DONE
Skin Clinic,Mysuru,Skin Clinic,Y,https://radianceskinclinicmysore.com/,8123296936,PHONE RECOVERED,DONE
Skin Care Clinic,Mysuru,Skin Clinic,Y,https://www.justdial.com/online-consult/hospital?action=BA&extRdt=1&wkwebview=1&docid=9999P8472.8472.190810182418.R9W6&rwg_token=AFd1xnFDMHCJ047mHWmO09xb93d3OjaWkBHeX1fSfzG4MEuU_6VDNhOFgEwDQpFrB4ati6pH6TmO8Se_ZHzx1EHdXLkQhJ2ZQg%3D%3D,9160658283,PHONE RECOVERED,DONE
Relief - Pain & Skin Clinic,Mysuru,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Supritha Skin Care Clinic,Mysuru,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Sankalp Solitaire Apartment & Sindhura's Skin Lab,Mysuru,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
"The Glam Room - Best Salon & Skin clinic, Mysore",Mysuru,Skin Clinic,Y,https://instagram.com/theglamroom.in?igshid=MzRlODBiNWFlZA==,6829669985,PHONE RECOVERED,DONE
Beauty Bliss Salon & Skin Clinic,Mysuru,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Skin Specialist,Mysuru,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Doctor Amarlal,Mysuru,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Leela Skin Care Clinic,Mysuru,Skin Clinic,Y,http://www.leelaclinic.com/,8217961683,PHONE RECOVERED,DONE
"Bodycraft Clinic & Salon, Mysore",Mysuru,Skin Clinic,Y,https://www.bodycraft.co.in/location-salon/mysore?utm_source=gmb&utm_medium=organic&utm_campaign=website,9902483670,PHONE RECOVERED,DONE
Nisarga,Mysuru,Skin Clinic,Y,http://www.nisargaorganics.wordpress.com/,9449172924,PHONE RECOVERED,DONE
Dr Lavanya skin clinic,Mysuru,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Dr. Ravi S | Best Dermatologist in Mysore | Manipal Hospital Mysore,Mysuru,Skin Clinic,Y,https://www.manipalhospitals.com/mysore/doctors/dr-ravi-s-consultant-dermatology-and-cosmetology/?utm_source=GMB&utm_medium=dr-ravi-s-consultant-dermatology-and-cosmetology,8022221111,PHONE RECOVERED,DONE
Skin Center,Mysuru,Skin Clinic,Y,https://www.justdial.com/online-consult/hospital?action=BA&extRdt=1&wkwebview=1&docid=0821PX821.X821.160510173933.E2P8&rwg_token=AFd1xnEZkns7O7MbJ0nn2SiXG6oZAMx56Zyg84UymSkessz_V4EKWMIVIM5I3ewsGTsbSJWcIkfLQsnglEUuAum9Y4jRSdTxYA%3D%3D,7348827777,PHONE RECOVERED,DONE
Sparsha Ayur Clinic & Skin Care,Mysuru,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Skin and Beauty Care Centre,Mysuru,Skin Clinic,Y,https://www.justdial.com/online-consult/hospital?action=BA&extRdt=1&wkwebview=1&docid=0821PX821.X821.160510173933.E2P8&rwg_token=AFd1xnHZ3eM7QvATEUGC9TyoAPp2XZRdA0MngVd5e5VFRptraK9jzzYRs1E2F8ZyDli77w8M11HFpcgPspu0p1AxLXNSx7dnLg%3D%3D,7348827777,PHONE RECOVERED,DONE
Aura Dental & Aesthetic Center,Mysuru,Skin Clinic,Y,https://auraclinics.in/,8214051557,PHONE RECOVERED,DONE
BHARATH CLINIC AND DIAGNOSTIC CENTRE,Mysuru,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Dr Anitha's Homeopathy & Cosmetology clinic,Mysuru,Skin Clinic,Y,https://dranithasclinic.com/,9740515190,PHONE RECOVERED,DONE
Ashwini Clinic,Mysuru,Skin Clinic,Y,https://pediatric-hub-5.preview.emergentagent.com/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Amay India - (Atharva Multi-speciality Ayurvedic and Healing Centre),Mysuru,Skin Clinic,Y,http://www.amayindia.in/,6929970458,PHONE RECOVERED,DONE
VIJAY TRAVELS (CAR Tours &Travels Bijapur Vijayapura),Vijayapura,Car Rental,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
SAINIK TOUR'S & TRAVELS.,Vijayapura,Car Rental,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
PATIL TOURS AND TRAVELS,Vijayapura,Car Rental,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Meenaxi chowk,Vijayapura,Car Rental,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Pratik tour and travels,Vijayapura,Car Rental,Y,https://pratik-tour-and-travels.grexa.site/,8722102518,PHONE RECOVERED,DONE
Dawal malik travels,Vijayapura,Car Rental,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
RK TRAVELS,Vijayapura,Car Rental,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
SHRI RENUKA TOURS & TRAVELS,Vijayapura,Car Rental,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Mytrip cars,Vijayapura,Car Rental,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Nagesh auto stand,Vijayapura,Car Rental,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Srinikaa tours and travels,Vijayapura,Car Rental,Y,http://udaytravels.com/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Laxmi Tours and travel,Vijayapura,Car Rental,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
AP Tour And Travels,Vijayapura,Car Rental,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
BHARAT TOURS AND TRAVELS,Vijayapura,Car Rental,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Prestige Car Care,Vijayapura,Car Rental,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
DMI finance office,Vijayapura,Car Rental,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
HR Car A/C,Vijayapura,Car Rental,Y,https://www.ganamotors.com/,8088865742,PHONE RECOVERED,DONE
"Physics Wallah Vidyapeeth Pathshala Coaching Center Vijayapura | IIT JEE, NEET & Foundation Classes",Vijayapura,Tuition Centre,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
AK24 TUITION CENTER,Vijayapura,Tuition Centre,Y,http://ak24kannada.blogspot.com/,6476804152,PHONE RECOVERED,DONE
GP Soldiers Academy Vijayapura karnataka,Vijayapura,Tuition Centre,Y,http://www.ssoldiercareeracademy.com/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
S Soldier Career Academy,Vijayapura,Tuition Centre,Y,http://www.ssoldiercareeracademy.com/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
READ-CG COACHING CLASSES,Vijayapura,Tuition Centre,Y,https://read-cg.blogspot.com/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Nataraja Dance Studio vijayapura,Vijayapura,Tuition Centre,Y,https://www.instagram.com/natarajadancestudio?igsh=MTgwbHI5OTU3ZDBpNg==&utm_source=qr,6829669985,PHONE RECOVERED,DONE
Ubiquitous Global,Vijayapura,Computer Training Institute,Y,http://www.ubqglobal.com/,9999999776,PHONE RECOVERED,DONE
Bhavani Prime Dental Care and Implant Center,Vijayapura,Dental Clinic,Y,https://www.instagram.com/bhavaniprimedentalcare?igsh=ajlmNHdsMTk4cGd1,6829669985,PHONE RECOVERED,DONE
Janagond Skin & Dental Clinic,Vijayapura,Dental Clinic,Y,http://www.janagondskinndental.in/,9482596434,PHONE RECOVERED,DONE
Dentalpoint Multi-speciality Dental Clinic,Vijayapura,Dental Clinic,Y,https://instagram.com/_dentalpoint?igshid=MzRlODBiNWFlZA==,6829669985,PHONE RECOVERED,DONE
Siddeshwar dental clinic,Vijayapura,Dental Clinic,Y,https://www.instagram.com/siddeshwar_dental__clinic/profilecard/?igsh=MTdjZmt2d2NrMjRsbA==,6829669985,PHONE RECOVERED,DONE
KSMILES COSMETIC DENTAL CLINIC AND IMPLANT CENTER,Vijayapura,Dental Clinic,Y,https://www.millionsmilesdentalclinic.com/,9164558261,PHONE RECOVERED,DONE
OraPearl Dental Cosmetic & Hair Clinic,Vijayapura,Dental Clinic,Y,https://youtube.com/@oralpearlsurgeryinsights?si=fBXMW2PTMMNawIYl,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Kesari Fitness Club,Vijayapura,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Ironfist unisex gym,Vijayapura,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Fitness Dynasty,Vijayapura,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
GRYFFIN Gym and Fitness,Vijayapura,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
TITANS FITNESS HUB,Vijayapura,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Healthline Fitness,Vijayapura,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Slimwell fitness Club,Vijayapura,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Flexfit Ladies Gym,Vijayapura,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
PowerCore Fitness,Vijayapura,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Vikas Fitness Era,Vijayapura,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
F2 FITNESS,Vijayapura,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
A Bodyline Gym,Vijayapura,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
DESAI GYM AND FITNESS CENTER (Ladies Gym),Vijayapura,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Autobots Gym,Vijayapura,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Horti complex,Vijayapura,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Tasneem fitness gym,Vijayapura,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
karate class and fitness club,Vijayapura,Gym,Y,https://youtube.com/c/AkshaykumarVijayapur,,PHONE MISSING — WEBSITE OUTREACH,PENDING
VK Fitness,Vijayapura,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Shri Bajarangi Gym,Vijayapura,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Vilas Gym,Vijayapura,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Nandi Fitness center,Vijayapura,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
The Bijapur Gymkhana Club,Vijayapura,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Winners Health club,Vijayapura,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Sip Abacus and Brain Gym,Vijayapura,Gym,Y,https://sipabacus.com/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Afton Treadmill & Gym Equipment Store,Vijayapura,Gym,Y,https://www.afton.in/locations?store=58a57dfb0acb519f30b795d4,9445163701,PHONE RECOVERED,DONE
Balaji Moreshwar Joshi | Baby care products | Sports | Surgical | Sporting Equipment,Vijayapura,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Jayason Gym and Fitness Center,Vijayapura,Gym,Y,https://www.facebook.com/jayason.gym.vijayapura/,8321475982,PHONE RECOVERED,DONE
sunny sports & science (cozy),Vijayapura,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
My Super Gym Sleem Prince Coach,Vijayapura,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
